LAND_SIZE,FLOOR_AREA,NUM_BEDROOMS,NUM_CARSPACE,GARAGE_AREA,PROPERTY_TYPE,NUM_STOREYS,BUILT_YEAR,PROPERTY_CONDITION,RENOVATION_YEAR,OUTDOOR_FEATURE,SOLAR_PANEL,AIRCONDITIONER,POTENTIAL_SECOND_BUILDING,NUM_BUILDINGS,ADDRESS,DISTANCE_TO_TRAIN,DISTANCE_TO_BUS,DISTANCE_TO_SCHOOLS,DISTANCE_TO_UNIVERSITY,NEAR_GOOD_SCHOOLS,NEAR_GOOD_UNIVERSITIES,DISTANCE_TO_SHOPPING_CENTERS,DISTANCE_TO_CBD,DISTANCE_TO_HOSPITALS,DISTANCE_TO_BEACHES,DISTANCE_TO_PARKS,DISTANCE_TO_GYM,NEAR_HIGHWAY,SUBURB,POSTCODE,SUBURB_MEAN_PRICE,MEAN_PRICE_AREA,SUBURB_PRICE_GROWTH,NUM_SALES_NEARBY,AVG_RENTAL_PRICE,AUCTION_CLEARANCE_RATE,PROPERTY_SALES_VOLUME,RENTAL_VACANCY_RATE,RENT_RATE,RENTAL_PRICE_GROWTH,POPULATION_GROWTH,VACANCY_RATE,RENTAL_GROWTH,HISTORICAL_CAPITAL_GROWTH,CRIME_STATISTICS,WALKABILITY,AIR_QUALITY,SALE_DATE,SALE_PRICE,COMPARABLE_SALES,FLOOD_RISK,BUSHFIRE_RISK,COASTAL_EROSION_RISK,WEEKLY_RENT_RATE,COUNCIL_RATES,LATITUDE,LONGITUDE,NUM_BATHROOMS,TOILETS,PREV_SALE_DATE,PREV_SALE_PRICE,COMPARABLE_SALES_N,DISTANCE_TO_WATER_M
886.0,122.0,2.0,1.0,18.0,Apartment,2.0,2011.0,Unspecified,2011.0,balcony;pool,0.0,1.0,0.0,1,"53/20 VICTORIA RD, PARRAMATTA, NSW 2150",1.062,0.132,0.068,0.668,0,1,0.648,19.631,1.097,21.598,0.059,0.095,0,Parramatta,2150,623000,748000.0,2.67561749,155,680,32.95,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,33,11.46,2026-08-13,640000,658500.0,Medium,Nil,Nil,750.0,1102.765138940420,-33.80803816,151.00686872,2.0,2,2014-10-10;2010-04-20,552000;472000,230,110
690.0,63.0,2.0,1.0,18.0,Unit,1.0,1971.0,Original,1971.0,balcony,0.0,0.0,0.0,1,"5/5 THOMAS ST, PARRAMATTA, NSW 2150",0.826,0.247,0.301,0.437,0,1,0.62,19.234,1.292,21.139,0.12,0.288,0,Parramatta,2150,623000,748000.0,2.67561749,269,680,32.95,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,27,11.46,2026-08-12,530000,660000.0,Medium,Nil,Nil,750.0,1102.765138940420,-33.81118461,151.01009274,1.0,1,,,229,185
1182.0,251.0,2.0,1.0,18.0,Townhouse,2.0,,Original,,courtyard,0.0,0.0,0.0,1,"2/1-7 BOBART ST, PARRAMATTA, NSW 2150",0.827,0.096,0.287,1.139,1,1,0.426,20.081,1.488,21.277,0.157,0.447,1,Parramatta,2150,623000,748000.0,2.67561749,154,680,32.95,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,87,13.52,2026-08-12,780000,660000.0,Medium,Nil,Nil,750.0,1102.765138940420,-33.82032263,150.9971177,1.0,2,1989-04-26,150000,229,211
640.0,,1.0,0.0,0.0,Apartment,1.0,2022.0,Unspecified,2022.0,balcony;garden;pool,0.0,1.0,0.0,,"3637/180 GEORGE ST, PARRAMATTA, NSW 2150",0.557,0.102,0.266,0.303,0,1,0.588,19.118,1.055,20.879,0.102,0.234,0,Parramatta,2150,623000,748000.0,2.67561749,316,680,32.95,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,38,11.46,2026-08-12,623000,485000.0,High,Nil,Medium,720.44,1102.765138940420,-33.81439638,151.01011642,1.0,1,2022-11-14,672000,66,59
889.0,145.0,2.0,1.0,18.0,Unit,1.0,2013.0,Renovated,2013.0,courtyard,0.0,1.0,0.0,2,"3/11 O'REILLY ST, PARRAMATTA, NSW 2150",0.963,0.081,0.219,1.239,1,1,0.511,20.256,1.32,21.441,0.189,0.546,1,Parramatta,2150,623000,748000.0,2.67561749,126,680,32.95,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,87,13.52,2026-08-11,657000,657500.0,Medium,Nil,Nil,750.0,1102.765138940420,-33.81975718,150.99533708,2.0,2,,,230,268
692.0,127.0,3.0,2.0,36.0,House,,,Original,,none,0.0,0.0,1.0,2,"33 ROSEHILL ST, PARRAMATTA, NSW 2150",0.806,0.206,0.757,1.389,0,1,0.811,19.78,1.775,20.81,0.246,0.814,1,Parramatta,2150,1610000,1977000.0,-6.01318382,129,750,35.85,35,1.74,2.395,7.14285714,11.92,1.35,-0.8,43.17761993,287.3,71,13.52,2026-08-08,2080000,1610000.0,Medium,Nil,Nil,812.37,1102.765138940420,-33.82474889,150.9991007,1.0,1,1986-08-14,80000,3,237
17576.0,127.0,2.0,1.0,18.0,Apartment,1.0,2016.0,Unspecified,2016.0,balcony;courtyard,0.0,1.0,0.0,2,"1001/1A MORTON ST, PARRAMATTA, NSW 2150",1.065,0.241,0.347,0.853,0,1,1.129,18.611,0.722,20.539,0.16,0.723,0,Parramatta,2150,623000,748000.0,2.67561749,210,680,35.85,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,12,11.46,2026-08-07,635000,660000.0,Medium,Nil,Medium,750.0,1102.765138940420,-33.81392934,151.01608784,2.0,2,2015-02-09,639000,230,219
1725.0,68.0,2.0,1.0,18.0,Unit,1.0,1995.0,Unspecified,1995.0,balcony,0.0,0.0,0.0,1,"4/39 GREAT WESTERN HWY, PARRAMATTA, NSW 2150",0.527,0.274,0.439,0.874,0,1,0.25,19.803,1.767,21.093,0.323,0.253,1,Parramatta,2150,623000,748000.0,2.67561749,205,680,35.85,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,71,11.46,2026-08-07,560000,660000.0,Medium,Nil,Nil,750.0,1102.765138940420,-33.81980548,151.00041055,1.0,2,2022-01-18;2010-10-30;2006-08-09;1996-02-06,490000;290000;240000;165000,230,313
1431.0,,1.0,1.0,18.0,Apartment,1.0,,Renovated,,none,0.0,1.0,0.0,1,"5/13 QUEENS AVE, PARRAMATTA, NSW 2150",0.77,0.213,0.264,0.389,0,1,0.595,19.216,1.247,21.094,0.09,0.24,0,Parramatta,2150,623000,748000.0,2.67561749,279,680,35.85,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,27,11.46,2026-08-07,435000,500000.0,Medium,Nil,Nil,450.0,1102.765138940420,-33.81177004,151.01005722,1.0,1,2016-08-05;2014-04-11;2007-04-03;2001-06-25;1994-01-13,428000;353000;192500;145000;111500,67,126
105.0,,3.0,1.0,18.0,Unit,1.0,2021.0,Unspecified,2021.0,,,,0.0,1,"1312/12 PHILLIP ST, PARRAMATTA, NSW 2150",0.711,0.186,0.269,0.432,1,1,0.225,19.803,1.232,21.548,0.16,0.152,0,Parramatta,2150,623000,748000.0,2.67561749,253,680,35.85,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,61,11.46,2026-08-07,1025000,825000.0,High,Nil,Nil,720.44,1102.765138940420,-33.81130685,151.00354302,2.0,2,,,35,39
1242.0,150.0,2.0,1.0,18.0,Apartment,1.0,,Unspecified,,courtyard,0.0,1.0,0.0,1,"2/15-19 EARLY ST, PARRAMATTA, NSW 2150",0.555,0.105,0.46,0.945,0,1,0.392,19.668,1.68,20.913,0.202,0.422,1,Parramatta,2150,623000,748000.0,2.67561749,202,680,35.85,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,61,11.46,2026-08-04,588000,660000.0,Medium,Nil,Nil,750.0,1102.765138940420,-33.82126075,151.00143682,1.0,1,2008-01-17;1996-03-07,323000;163800,232,169
2767.0,124.0,2.0,1.0,18.0,Apartment,1.0,2019.0,Unspecified,2019.0,balcony,0.0,0.0,0.0,4,"404/23 HASSALL ST, PARRAMATTA, NSW 2150",0.431,0.107,0.305,0.528,0,1,0.544,19.006,0.9,20.597,0.231,0.192,0,Parramatta,2150,623000,748000.0,2.67561749,334,680,35.85,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,43,11.46,2026-08-04,680000,660000.0,High,Nil,Nil,750.0,1102.765138940420,-33.8180023,151.01002911,2.0,2,2016-11-02,775000,232,35
2614.0,47.0,1.0,1.0,18.0,Unit,1.0,2005.0,Unspecified,2005.0,,,,0.0,1,"412/31-37 HASSALL ST, PARRAMATTA, NSW 2150",0.478,0.101,0.34,0.549,0,1,0.591,18.962,0.855,20.57,0.185,0.215,0,Parramatta,2150,623000,748000.0,2.67561749,325,680,35.85,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,37,11.46,2026-08-03,432000,500000.0,High,Nil,Nil,720.44,1102.765138940420,-33.81791128,151.01055637,1.0,1,2013-12-11;2010-10-27;2006-09-30,355000;335000;310000,71,18
7142.0,,1.0,1.0,18.0,Unit,1.0,2018.0,Unspecified,2018.0,,,,0.0,4,"201/1 BROUGHTON ST, PARRAMATTA, NSW 2150",1.198,0.369,0.474,0.775,0,1,1.264,18.489,0.691,20.461,0.146,0.829,0,Parramatta,2150,623000,748000.0,2.67561749,199,680,33.33,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,10,11.46,2026-07-31,530000,500000.0,Medium,Nil,Medium,720.44,1102.765138940420,-33.81375993,151.01755729,1.0,1,2021-11-24;2015-10-01,525000;533000,71,211
103.0,73.0,2.0,0.0,18.0,Unit,1.0,1993.0,Renovated,1993.0,balcony,0.0,1.0,0.0,1,"4/13 HENRY ST, PARRAMATTA, NSW 2150",1.123,0.089,0.387,0.748,0,1,0.929,19.054,1.293,21.1,0.056,0.295,0,Parramatta,2150,623000,748000.0,2.67561749,238,680,33.33,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,14,11.46,2026-07-30,580000,660000.0,Medium,Nil,Nil,750.0,1102.765138940420,-33.80953432,151.01285883,1.0,1,2011-07-07;1993-09-03,335000;157000,240,214
4196.0,75.0,2.0,0.0,18.0,Unit,1.0,1980.0,Unspecified,1980.0,,,,0.0,3,"16/18-20 THOMAS ST, PARRAMATTA, NSW 2150",0.98,0.116,0.36,0.589,0,1,0.751,19.199,1.34,21.178,0.235,0.405,0,Parramatta,2150,623000,748000.0,2.67561749,253,680,33.33,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,15,11.46,2026-07-30,626000,660000.0,Medium,Nil,Nil,750.0,1102.765138940420,-33.81001632,151.0109918,1.0,1,1999-10-13,166000,240,287
131.0,104.0,3.0,,,Unit,1.0,2022.0,Unspecified,2022.0,,,,0.0,,"4335/180 GEORGE ST, PARRAMATTA, NSW 2150",0.557,0.102,0.266,0.303,0,1,0.588,19.118,1.055,20.879,0.102,0.234,0,Parramatta,2150,623000,748000.0,2.67561749,334,680,33.33,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,38,11.46,2026-07-28,1085000,895500.0,High,Nil,Medium,720.44,1102.765138940420,-33.81439638,151.01011642,2.0,2,,,38,59
2113.0,122.0,2.0,2.0,36.0,Apartment,1.0,,Unspecified,,balcony,0.0,0.0,0.0,2,"3/22-24 THOMAS ST, PARRAMATTA, NSW 2150",0.926,0.175,0.3,0.542,0,1,0.723,19.175,1.286,21.128,0.226,0.393,0,Parramatta,2150,623000,748000.0,2.67561749,253,680,33.33,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,21,11.46,2026-07-27,667000,660000.0,Medium,Nil,Nil,750.0,1102.765138940420,-33.8106086,151.01101196,1.0,2,1986-12-01,71000,241,277
4476.0,76.0,2.0,1.0,18.0,Unit,1.0,1980.0,Renovated,1980.0,balcony,0.0,1.0,0.0,4,"15/11 ELIZABETH ST, PARRAMATTA, NSW 2150",0.739,0.243,0.426,0.332,0,1,0.467,19.381,1.394,21.237,0.091,0.204,0,Parramatta,2150,623000,748000.0,2.67561749,283,680,37.05,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,31,11.46,2026-07-25,650000,660000.0,High,Nil,Nil,750.0,1102.765138940420,-33.81133571,151.00835318,1.0,1,2013-11-16;2001-05-18,475000;205000,239,51
12280.0,,2.0,1.0,18.0,Apartment,1.0,2018.0,Unspecified,2018.0,balcony,0.0,0.0,0.0,4,"1330K/2 MORTON ST, PARRAMATTA, NSW 2150",1.38,0.223,0.488,0.554,0,1,1.315,18.598,1.046,20.724,0.145,0.53,0,Parramatta,2150,623000,748000.0,2.67561749,180,680,37.05,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,11,11.46,2026-07-25,740000,660000.0,Low,Nil,Nil,750.0,1102.765138940420,-33.8104703,151.0177035,2.0,2,,,239,530
108.0,,2.0,1.0,18.0,Apartment,1.0,2005.0,Unspecified,2005.0,balcony,0.0,1.0,0.0,1,"28/24 CAMPBELL ST, PARRAMATTA, NSW 2150",0.559,0.212,0.305,0.808,1,1,0.08,19.957,1.699,21.316,0.354,0.118,1,Parramatta,2150,623000,748000.0,2.67561749,223,680,37.05,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,97,13.52,2026-07-25,500000,660000.0,Medium,Nil,Nil,750.0,1102.765138940420,-33.8178038,150.99936504,2.0,2,2010-04-30,400000,239,415
1260.0,149.0,3.0,2.0,36.0,Apartment,1.0,2011.0,Renovated,2011.0,balcony,0.0,1.0,0.0,2,"27/9-11 COWPER ST, PARRAMATTA, NSW 2150",0.216,0.195,0.394,0.851,0,1,0.509,19.212,1.231,20.547,0.141,0.201,1,Parramatta,2150,623000,748000.0,2.67561749,222,680,37.05,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,48,11.46,2026-07-23,800000,871000.0,High,Nil,Nil,720.44,1102.765138940420,-33.82169095,151.00641189,2.0,2,2011-11-03,500000,39,79
78.0,,2.0,1.0,18.0,Apartment,1.0,1970.0,Unspecified,1970.0,balcony,0.0,1.0,0.0,2,"6/89 GREAT WESTERN HWY, PARRAMATTA, NSW 2150",0.89,0.054,0.105,1.144,1,1,0.417,20.234,1.371,21.473,0.208,0.458,1,Parramatta,2150,623000,748000.0,2.67561749,140,680,37.05,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,87,13.52,2026-07-22,460000,660000.0,Medium,Nil,Nil,750.0,1102.765138940420,-33.81881982,150.99589176,1.0,1,2023-10-20;2020-09-04;2016-08-31,450000;395000;440000,239,374
963.0,,2.0,1.0,18.0,Apartment,1.0,,Renovated,,balcony,0.0,1.0,0.0,2,"10/15-17 QUEENS AVE, PARRAMATTA, NSW 2150",0.795,0.239,0.274,0.411,0,1,0.609,19.219,1.262,21.109,0.102,0.262,0,Parramatta,2150,623000,748000.0,2.67561749,295,680,37.05,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,27,11.46,2026-07-22,615000,660000.0,Medium,Nil,Nil,750.0,1102.765138940420,-33.81153688,151.01012429,1.0,1,2019-07-05;2009-08-11;1996-04-12;1988-05-20,525000;325000;135000;95000,239,152
2020.0,99.0,2.0,1.0,18.0,Unit,1.0,1982.0,Renovated,1982.0,balcony,0.0,0.0,0.0,1,"12/128-138 MACQUARIE ST, PARRAMATTA, NSW 2150",0.428,0.15,0.208,0.376,0,1,0.537,19.077,0.973,20.74,0.223,0.086,0,Parramatta,2150,623000,748000.0,2.67561749,347,680,37.05,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,44,11.46,2026-07-22,532000,660000.0,High,Nil,Nil,520.0,1102.765138940420,-33.81636685,151.00982388,1.0,1,1987-08-21,56000,239,92
111.0,115.0,2.0,1.0,18.0,Apartment,1.0,2016.0,Unspecified,2016.0,balcony;bbq;garden,0.0,1.0,0.0,2,"1702/1A MORTON ST, PARRAMATTA, NSW 2150",1.065,0.241,0.347,0.853,0,1,1.129,18.611,0.722,20.539,0.16,0.723,0,Parramatta,2150,623000,748000.0,2.67561749,216,680,37.05,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,12,11.46,2026-07-22,667000,660000.0,Medium,Nil,Medium,720.0,1102.765138940420,-33.81392934,151.01608784,2.0,2,2015-02-23,689000,239,219
,109,2.0,1.0,18.0,Apartment,1.0,2022.0,Unspecified,2022.0,balcony;bbq;garden;pool,0.0,1.0,0.0,,"2436/180 GEORGE ST, PARRAMATTA, NSW 2150",0.557,0.102,0.266,0.303,0,1,0.588,19.118,1.055,20.879,0.102,0.234,0,Parramatta,2150,623000,748000.0,2.67561749,332,680,37.05,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,38,11.46,2026-07-22,880000,660000.0,High,Nil,Medium,750.0,1102.765138940420,-33.81439638,151.01011642,2.0,2,2020-12-14,815000,239,59
192.0,192.0,3.0,1.0,18.0,Apartment,1.0,2013.0,Unspecified,2013.0,balcony,0.0,1.0,0.0,1,"44/20-24 SORRELL ST, PARRAMATTA, NSW 2150",0.898,0.174,0.233,0.5,0,1,0.511,19.558,1.238,21.463,0.196,0.068,0,Parramatta,2150,623000,748000.0,2.67561749,221,680,37.05,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,35,11.46,2026-07-21,825000,920000.0,High,Nil,Nil,650.0,1102.765138940420,-33.80955298,151.00706787,2.0,2,2015-01-21;2013-08-06,801000;500000,37,12
1370.0,78.0,3.0,1.0,18.0,Unit,1.0,2013.0,Renovated,2013.0,balcony,0.0,0.0,0.0,1,"42/21 SORRELL ST, PARRAMATTA, NSW 2150",0.942,0.211,0.187,0.551,0,1,0.532,19.613,1.173,21.528,0.135,0.02,0,Parramatta,2150,623000,748000.0,2.67561749,183,680,37.05,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,33,11.46,2026-07-21,665000,920000.0,High,Nil,Nil,720.0,1102.765138940420,-33.80909939,151.00662469,2.0,2,2014-02-04,544000,37,61
75.0,,2.0,1.0,18.0,Apartment,1.0,2015.0,Unspecified,2015.0,balcony,0.0,1.0,0.0,2,"20/4 PEACE LANE, PARRAMATTA, NSW 2150",0.156,0.186,0.333,0.956,0,1,0.599,19.204,1.273,20.489,0.237,0.304,1,Parramatta,2150,623000,748000.0,2.67561749,223,680,29.4,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,48,11.46,2026-07-19,425000,660000.0,Medium,Nil,Nil,750.0,1102.765138940420,-33.82262631,151.00619794,1.0,1,2017-10-26;2014-01-23,605000;495000,240,158
92.0,72.0,2.0,1.0,18.0,Unit,1.0,1969.0,Renovated,1969.0,balcony,0.0,1.0,0.0,1,"5/12 EARLY ST, PARRAMATTA, NSW 2150",0.533,0.19,0.44,0.907,0,1,0.321,19.732,1.719,20.999,0.251,0.338,1,Parramatta,2150,623000,748000.0,2.67561749,209,680,29.4,948,1.74,5.7700000000000000,4.61538461,11.92,1.35,4.3,5.9591271699999995,287.3,71,11.46,2026-07-19,515000,660000.0,Medium,Nil,Nil,750.0,1102.765138940420,-33.82056165,151.00095008,1.0,1,2001-03-26,143000,240,246
691.0,80.0,3.0,0.0,0.0,House,,1965.0,Unspecified,1965.0,,,,1.0,1,"10 BILGOLA ST, CAMPBELLTOWN, NSW 2560",1.431,0.142,0.49,3.198,0,0,1.478,41.843,0.848,23.175,0.171,1.694,0,Campbelltown,2560,1018500,1088000.0,5.790935,57,620,37.15,209,1.24,3.345,3.33333333,7.87,1.11,4.0,37.94540974,126.3,38,13.52,2026-09-07,950000,950500.0,Medium,Nil,Nil,621.26,1443.248042618450,-34.07204473,150.82613699,1.0,1,2019-04-29;2004-10-05;1989-04-06,450000;260000;85000,36,196
392.0,204.0,6.0,2.0,18.0,House,2.0,2014.0,Unspecified,2014.0,deck,0.0,1.0,1.0,2,"149 DUMARESQ ST, CAMPBELLTOWN, NSW 2560",0.948,0.201,0.219,2.272,0,0,0.606,42.628,0.082,23.832,0.294,0.77,0,Campbelltown,2560,1018500,1088000.0,6.96285859,47,620,37.15,209,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,84,13.52,2026-08-31,1205000,1252500.0,Low,Nil,Nil,636.84,1443.248042618450,-34.07204066,150.81603987,3.0,3,2022-07-03;2015-08-11;2014-10-23;2007-04-19;2002-02-25;1997-07-25,995000;675000;520000;247500;196000;97500,12,559
708.0,94.0,3.0,0.0,0.0,House,,,Unspecified,,none,0.0,0.0,1.0,1,"133 DUMARESQ ST, CAMPBELLTOWN, NSW 2560",0.813,0.185,0.102,2.174,0,0,0.469,42.636,0.208,23.983,0.446,0.718,0,Campbelltown,2560,1018500,1088000.0,6.96285859,46,620,38.42,209,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,90,13.52,2026-08-29,951000,955000.0,Low,Nil,Nil,621.26,1443.248042618450,-34.07091365,150.81508928,1.0,1,,,36,532
334,332,4.0,1.0,18.0,House,2.0,,Unspecified,,balcony;garden,0.0,1.0,0.0,1,"5B EDDINGTON RD, CAMPBELLTOWN, NSW 2560",1.426,0.835,2.173,0.886,0,0,1.434,45.205,2.212,26.208,0.123,1.592,1,Campbelltown,2560,1018500,1088000.0,6.96285859,18,620,38.42,209,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,9,13.52,2026-08-28,1030000,1110000.0,Medium,Low,Nil,636.84,1443.248042618450,-34.0699384,150.78190899,2.0,2,2021-05-16,815000,19,417
2814.0,86.0,2.0,2.0,36.0,Unit,1.0,2018.0,Unspecified,2018.0,balcony,0.0,1.0,0.0,1,"207/30-34 CHAMBERLAIN ST, CAMPBELLTOWN, NSW 2560",0.777,0.367,0.148,2.981,0,0,0.74,41.559,1.156,24.076,0.239,1.799,0,Campbelltown,2560,590000,689000.0,9.04178867,62,550,38.42,200,1.24,4.775,3.7735849,7.87,1.11,-2.9,32.28376231,126.3,47,13.52,2026-08-25,612000,612500.0,Medium,Nil,Nil,540.0,1443.248042618450,-34.06278688,150.82276721,2.0,2,2023-02-21;2021-09-23;2015-05-27,520000;500000;445000,39,494
2477.0,92.0,2.0,1.0,18.0,Townhouse,2.0,1977.0,Renovated,1977.0,courtyard,0.0,1.0,0.0,4,"8/30 BROUGHTON ST, CAMPBELLTOWN, NSW 2560",0.377,0.076,0.256,2.547,0,0,0.646,41.993,0.861,24.271,0.241,1.385,0,Campbelltown,2560,590000,689000.0,9.04178867,66,550,38.42,200,1.24,4.775,3.7735849,7.87,1.11,-2.9,32.28376231,126.3,75,13.52,2026-08-24,637595,612500.0,Medium,Nil,Nil,501.09,1443.248042618450,-34.06434192,150.81839205,1.0,2,1993-03-06;1991-01-24,107250;108000,39,495
277.0,240.0,4.0,2.0,36.0,House,,2010,Unspecified,,balcony;garden,0.0,1.0,1.0,2,"42 HIDCOTE RD, CAMPBELLTOWN, NSW 2560",0.667,0.327,1.151,0.713,0,0,0.384,44.754,1.194,25.055,0.126,0.678,0,Campbelltown,2560,1018500,1088000.0,6.96285859,27,620,32.95,209,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,64,13.52,2026-08-14,1150000,1105000.0,High,Low,Nil,636.84,1443.248042618450,-34.07617739,150.79200542,3.0,3,2007-08-22,165000,18,60
144.0,116.0,2.0,1.0,18.0,Unit,1.0,2018.0,Unspecified,2018.0,balcony,0.0,1.0,0.0,1,"65/18-22 BROUGHTON ST, CAMPBELLTOWN, NSW 2560",0.307,0.063,0.302,2.499,0,0,0.581,42.02,0.905,24.352,0.255,1.379,0,Campbelltown,2560,590000,689000.0,9.04178867,71,550,32.95,200,1.24,4.775,3.7735849,7.87,1.11,-2.9,32.28376231,126.3,73,13.52,2026-08-14,650000,613750.0,Medium,Nil,Nil,501.09,1443.248042618450,-34.06388376,150.81771361,2.0,3,2020-09-14;2018-12-13,487500;479000,42,416
2760.0,91.0,2.0,1.0,18.0,Unit,1.0,2019.0,Unspecified,2019.0,,,,0.0,1,"11/39 CHAMBERLAIN ST, CAMPBELLTOWN, NSW 2560",0.741,0.372,0.214,2.932,0,0,0.761,41.623,1.079,24.054,0.167,1.73,0,Campbelltown,2560,590000,689000.0,9.04178867,71,550,32.95,200,1.24,4.775,3.7735849,7.87,1.11,-2.9,32.28376231,126.3,66,13.52,2026-08-14,610000,613750.0,Low,Nil,Nil,501.09,1443.248042618450,-34.06342583,150.822426,2.0,2,2024-02-08;2020-01-07,532500;480000,42,560
736.0,89.0,2.0,0.0,0.0,House,,,Original,,none,0.0,0.0,1.0,1,"155 DUMARESQ ST, CAMPBELLTOWN, NSW 2560",0.993,0.184,0.266,2.306,0,0,0.653,42.625,0.07,23.782,0.243,0.794,0,Campbelltown,2560,1018500,1088000.0,6.96285859,49,620,32.95,209,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,84,13.52,2026-08-11,931000,950000.0,Low,Nil,Nil,636.84,1443.248042618450,-34.07240733,150.81635761,1.0,1,,,4,577
670.0,213.0,4.0,1.0,18.0,House,2.0,1980.0,Renovated,1980.0,balcony;bbq;pool,0.0,0.0,0.0,1,"16 AUSTIN AVE, CAMPBELLTOWN, NSW 2560",1.639,0.184,0.402,2.799,0,0,1.308,42.612,0.692,23.11,0.382,1.261,0,Campbelltown,2560,1018500,1088000.0,6.96285859,40,620,32.95,209,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,41,13.52,2026-08-11,980000,1105000.0,Medium,Nil,Nil,636.84,1443.248042618450,-34.07748793,150.82045975,3.0,3,2021-04-23;2017-02-09;2001-11-07;1993-05-14;1987-10-22,790000;650000;265000;170000;116000,18,383
647.0,106.0,3.0,1.0,18.0,House,,1970.0,Unspecified,1970.0,,,,1.0,1,"12 VALINDA CRES, CAMPBELLTOWN, NSW 2560",1.446,0.07,0.467,3.444,0,0,1.59,41.423,1.164,23.226,0.238,2.009,0,Campbelltown,2560,1018500,1088000.0,6.96285859,77,620,32.95,209,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,54,13.52,2026-08-10,950000,960000.0,High,Nil,Nil,550.0,1443.248042618450,-34.06860777,150.82889553,1.0,1,2016-07-04,545000,39,68
,142.0,3.0,2.0,36.0,Unit,1.0,2014.0,Unspecified,2014.0,none,0.0,0.0,0.0,2,"34/12-20 TYLER ST, CAMPBELLTOWN, NSW 2560",0.897,0.341,0.047,3.1,0,0,0.827,41.448,1.232,24.0,0.341,1.904,0,Campbelltown,2560,590000,689000.0,9.04178867,69,550,35.85,200,1.24,4.775,3.7735849,7.87,1.11,-2.9,32.28376231,126.3,56,13.52,2026-08-04,715000,785000.0,Medium,Nil,Nil,505.87,1443.248042618450,-34.06261036,150.82405163,2.0,2,2014-07-25,410000,14,385
