LAND_SIZE,FLOOR_AREA,NUM_BEDROOMS,NUM_CARSPACE,GARAGE_AREA,PROPERTY_TYPE,NUM_STOREYS,BUILT_YEAR,PROPERTY_CONDITION,RENOVATION_YEAR,OUTDOOR_FEATURE,SOLAR_PANEL,AIRCONDITIONER,POTENTIAL_SECOND_BUILDING,NUM_BUILDINGS,ADDRESS,DISTANCE_TO_TRAIN,DISTANCE_TO_BUS,DISTANCE_TO_SCHOOLS,DISTANCE_TO_UNIVERSITY,NEAR_GOOD_SCHOOLS,NEAR_GOOD_UNIVERSITIES,DISTANCE_TO_SHOPPING_CENTERS,DISTANCE_TO_CBD,DISTANCE_TO_HOSPITALS,DISTANCE_TO_BEACHES,DISTANCE_TO_PARKS,DISTANCE_TO_GYM,NEAR_HIGHWAY,SUBURB,POSTCODE,SUBURB_MEAN_PRICE,MEAN_PRICE_AREA,SUBURB_PRICE_GROWTH,NUM_SALES_NEARBY,AVG_RENTAL_PRICE,AUCTION_CLEARANCE_RATE,PROPERTY_SALES_VOLUME,RENTAL_VACANCY_RATE,RENT_RATE,RENTAL_PRICE_GROWTH,POPULATION_GROWTH,VACANCY_RATE,RENTAL_GROWTH,HISTORICAL_CAPITAL_GROWTH,CRIME_STATISTICS,WALKABILITY,AIR_QUALITY,SALE_DATE,SALE_PRICE,COMPARABLE_SALES,FLOOD_RISK,BUSHFIRE_RISK,COASTAL_EROSION_RISK,WEEKLY_RENT_RATE,COUNCIL_RATES,LATITUDE,LONGITUDE,NUM_BATHROOMS,TOILETS,PREV_SALE_DATE,PREV_SALE_PRICE,COMPARABLE_SALES_N,DISTANCE_TO_WATER_M
734.0,108.0,3.0,2.0,36.0,House,,1950.0,Unspecified,1950.0,,,,0.0,1,"46/46A FARNSWORTH AVE, CAMPBELLTOWN, NSW 2560",1.595,0.225,0.468,2.732,0,0,1.246,42.65,0.642,23.171,0.385,1.194,0,Campbelltown,2560,1018500,1088000.0,6.96285859,45,620,33.33,209,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,41,13.52,2026-07-27,1185000,955000.0,Medium,Nil,Nil,621.26,1443.248042618450,-34.0772592,150.8197843,1.0,1,,,43,451
177.0,121.0,3.0,1.0,18.0,House,3.0,,Unspecified,,terrace,0.0,1.0,0.0,1,"88 GOLDSMITH AVE, CAMPBELLTOWN, NSW 2560",1.1,0.436,1.911,0.641,0,0,1.052,45.067,1.851,25.807,0.442,1.242,0,Campbelltown,2560,1018500,1088000.0,6.96285859,24,620,37.05,209,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,15,13.52,2026-07-24,890000,957500.0,Medium,Low,Nil,680.0,1443.248042618450,-34.07226449,150.78524795,2.0,3,,,42,214
1233.0,,2.0,1.0,18.0,Unit,1.0,,Original,,balcony,0.0,0.0,0.0,2,"2/19 CHAMBERLAIN ST, CAMPBELLTOWN, NSW 2560",0.661,0.198,0.252,2.875,0,0,0.567,41.626,1.193,24.249,0.278,1.765,0,Campbelltown,2560,590000,689000.0,9.04178867,71,550,37.05,200,1.24,4.775,3.7735849,7.87,1.11,-2.9,32.28376231,126.3,64,13.52,2026-07-23,363000,610000.0,Medium,Nil,Nil,501.09,1443.248042618450,-34.06187588,150.82124919,1.0,1,,,48,449
554.0,168.0,4.0,1.0,18.0,House,,,Renovated,,none,0.0,1.0,1.0,2,"40 WAMINDA AVE, CAMPBELLTOWN, NSW 2560",1.839,0.129,0.498,3.88,0,0,1.899,41.03,1.595,22.934,0.317,2.443,0,Campbelltown,2560,1018500,1088000.0,6.96285859,39,620,37.05,209,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,32,13.52,2026-07-22,930000,1105000.0,Medium,Low,Nil,636.84,1443.248042618450,-34.06813037,150.83360387,1.0,3,2017-07-28;2013-11-30;2007-09-04;2001-02-28;1997-11-12,580000;340000;127500;140000;98000,18,265
85.0,51.0,1.0,1.0,18.0,Unit,1.0,2024.0,Unspecified,2024.0,balcony;bbq;garden,0.0,1.0,0.0,,"1007/8 DUMARESQ ST, CAMPBELLTOWN, NSW 2560",0.413,0.036,0.447,1.958,0,0,0.3,42.609,0.688,24.465,0.355,0.813,0,Campbelltown,2560,590000,689000.0,9.04178867,55,550,37.05,200,1.24,4.775,3.7735849,7.87,1.11,-2.9,32.28376231,126.3,81,13.52,2026-07-21,525000,490000.0,Medium,Nil,Nil,505.87,1443.248042618450,-34.06700395,150.81251838,1.0,1,2021-09-21,469000,7,321
4108.0,46.0,2.0,1.0,18.0,Unit,1.0,1974.0,Unspecified,1974.0,,,,0.0,2,"9/98-102 DUMARESQ ST, CAMPBELLTOWN, NSW 2560",1.035,0.252,0.324,2.407,0,0,0.748,42.551,0.081,23.7,0.18,0.891,0,Campbelltown,2560,590000,689000.0,9.04178867,54,550,37.05,200,1.24,4.775,3.7735849,7.87,1.11,-2.9,32.28376231,126.3,77,13.52,2026-07-20,405000,610000.0,Low,Nil,Nil,501.09,1443.248042618450,-34.07258745,150.81743899,1.0,1,2003-02-19;2002-03-26,157000;100000,48,672
1192.0,93,1.0,1.0,18.0,Unit,1.0,2005.0,Unspecified,2005.0,balcony,0.0,1.0,0.0,1,"11/40 PARKSIDE CRES, CAMPBELLTOWN, NSW 2560",0.658,0.195,0.828,1.235,0,0,0.317,43.764,0.16,24.408,0.159,0.429,0,Campbelltown,2560,590000,689000.0,9.04178867,19,550,37.05,200,1.24,4.775,3.7735849,7.87,1.11,-2.9,32.28376231,126.3,84,13.52,2026-07-20,540000,482500.0,High,Nil,Nil,505.87,1443.248042618450,-34.07472159,150.80352954,1.0,1,2023-07-28;2016-11-28;2009-08-26;2006-06-20,490000;410000;275000;250000,6,47
465.0,405.0,7.0,,,House,,2026.0,Unspecified,2026.0,none,0.0,0.0,1.0,,"112 MILKY WAY, CAMPBELLTOWN, NSW 2560",0.899,0.385,1.826,0.403,0,0,0.917,44.827,1.682,25.742,0.582,1.062,0,Campbelltown,2560,1018500,1088000.0,6.96285859,19,620,37.05,209,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,11,13.52,2026-07-20,850000,999999.5,Medium,Low,Nil,636.84,1443.248042618450,-34.07114813,150.78747865,6.0,6,,,80,180
1582.0,157.0,3.0,1.0,18.0,Unit,1.0,2010.0,Unspecified,2010.0,,,,0.0,1,"10/1 PARC GUELL DR, CAMPBELLTOWN, NSW 2560",0.535,0.131,0.708,1.077,0,0,0.28,44.059,0.4,24.508,0.201,0.317,0,Campbelltown,2560,590000,689000.0,9.04178867,22,550,29.4,200,1.24,4.775,3.7735849,7.87,1.11,-2.9,32.28376231,126.3,85,13.52,2026-07-15,817500,770000.0,Medium,Nil,Nil,505.87,1443.248042618450,-34.07587174,150.80061954,2.0,2,2019-11-18;2010-12-17,585000;410000,13,221
639.0,262.0,6.0,1.0,18.0,House,2.0,,Renovated,,deck;pergola;pool,0.0,0.0,0.0,1,"198 BROUGHTON ST, CAMPBELLTOWN, NSW 2560",1.729,0.078,0.452,3.35,0,0,1.681,41.918,1.013,22.889,0.307,1.814,0,Campbelltown,2560,1018500,1088000.0,6.96285859,44,620,29.4,209,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,43,13.52,2026-07-14,1160555,1490000.0,Medium,Nil,Nil,636.84,1443.248042618450,-34.07485751,150.82737735,2.0,2,2024-07-18;2018-02-26;1994-10-27,1100000;780000;143000,9,323
734.0,108.0,5.0,2.0,18.0,House,,1950.0,Renovated,1950.0,none,0.0,1.0,1.0,1,"46 FARNSWORTH AVE, CAMPBELLTOWN, NSW 2560",1.53,0.291,0.475,2.728,0,0,1.206,42.594,0.583,23.213,0.329,1.185,0,Campbelltown,2560,1018500,1088000.0,6.96285859,45,620,29.4,209,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,41,13.52,2026-07-14,1185000,1400000.0,Medium,Nil,Nil,470.0,1443.248042618450,-34.07658973,150.81997906,2.0,3,2022-06-03;2011-06-21;2004-10-18;1994-12-16;1992-03-25,737500;332500;307000;101000;114000,8,469
620.0,110.0,3.0,2.0,18.0,House,,1970.0,Renovated,1970.0,none,0.0,0.0,1.0,4,"1 RICHARD AVE, CAMPBELLTOWN, NSW 2560",1.434,0.071,0.582,3.491,0,0,1.524,41.314,1.253,23.292,0.257,2.086,0,Campbelltown,2560,1018500,1088000.0,6.96285859,82,620,29.4,209,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,54,13.52,2026-07-13,950000,960000.0,High,Nil,Nil,621.26,1443.248042618450,-34.06730696,150.82930644,1.0,2,2020-03-10;2008-04-04,570000;255000,41,73
1178.0,66.0,2.0,1.0,18.0,Unit,1.0,,Unspecified,,none,0.0,0.0,0.0,3,"2/9 REDDALL ST, CAMPBELLTOWN, NSW 2560",0.66,0.1,0.188,2.507,0,0,0.76,42.205,0.433,23.964,0.342,1.137,0,Campbelltown,2560,590000,689000.0,9.04178867,88,550,33.11,200,1.24,4.775,3.7735849,7.87,1.11,-2.9,32.28376231,126.3,84,13.52,2026-07-12,469000,610000.0,Low,Nil,Nil,501.09,1443.248042618450,-34.06837721,150.81869081,1.0,1,2026-03-27;2022-08-15;2020-11-09;2018-07-27,435000;415000;350000;340000,47,875
1298.0,101.0,3.0,1.0,18.0,Unit,1.0,2016.0,Unspecified,2016.0,balcony,0.0,0.0,0.0,1,"14/54 SANTANA RD, CAMPBELLTOWN, NSW 2560",0.762,0.153,0.5,1.193,0,0,0.387,44.379,0.674,24.415,0.285,0.577,0,Campbelltown,2560,590000,689000.0,9.04178867,22,550,33.11,200,1.24,4.775,3.7735849,7.87,1.11,-2.9,32.28376231,126.3,85,13.52,2026-07-09,500000,785000.0,Medium,Low,Nil,505.87,1443.248042618450,-34.07872771,150.79866961,2.0,2,2014-09-25,469000,12,274
511.0,241.0,5.0,2.0,36.0,House,,2020.0,Unspecified,2020.0,,,,1.0,1,"28 WESTVIEW ST, CAMPBELLTOWN, NSW 2560",1.764,0.553,2.056,1.405,0,0,1.58,45.829,2.394,25.879,0.728,1.848,1,Campbelltown,2560,1018500,1088000.0,6.96285859,12,620,33.11,209,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,4,13.52,2026-07-08,1750000,1310000.0,Medium,Low,Nil,480.0,1443.248042618450,-34.07699584,150.77901275,3.0,3,2019-08-07,470000,7,179
510.9,253,7.0,2.0,36.0,House,2.0,,Unspecified,,,1.0,,0.0,1,"28/28A WESTVIEW ST, CAMPBELLTOWN, NSW 2560",1.612,0.554,2.132,1.192,0,0,1.482,45.618,2.301,25.987,0.45,1.723,1,Campbelltown,2560,1018500,1088000.0,6.96285859,16,620,33.11,209,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,4,13.52,2026-07-08,1750000,990000.0,High,Low,Nil,636.84,1443.248042618450,-34.074618,150.7799843,4.0,4,,,77,85
2891.0,126.0,2.0,2.0,18.0,Unit,2.0,2011.0,Unspecified,2011.0,balcony;terrace,0.0,1.0,0.0,1,"40/31-35 CHAMBERLAIN ST, CAMPBELLTOWN, NSW 2560",0.708,0.32,0.218,2.91,0,0,0.701,41.628,1.107,24.114,0.181,1.734,0,Campbelltown,2560,590000,689000.0,9.04178867,81,550,33.11,200,1.24,4.775,3.7735849,7.87,1.11,-2.9,32.28376231,126.3,66,13.52,2026-07-06,515000,612500.0,Low,Nil,Nil,501.09,1443.248042618450,-34.0629782,150.82203692,2.0,3,2018-10-14;2015-03-29;2010-04-22,435000;455000;368000,47,562
1192.0,89.0,2.0,1.0,18.0,Unit,1.0,2005.0,Unspecified,2005.0,alfresco;balcony,0.0,1.0,0.0,1,"4/40 PARKSIDE CRES, CAMPBELLTOWN, NSW 2560",0.658,0.195,0.828,1.235,0,0,0.317,43.764,0.16,24.408,0.159,0.429,0,Campbelltown,2560,590000,689000.0,9.04178867,16,550,33.11,200,1.24,4.775,3.7735849,7.87,1.11,-2.9,32.28376231,126.3,84,13.52,2026-07-06,772500,612500.0,High,Nil,Nil,501.09,1443.248042618450,-34.07472159,150.80352954,2.0,2,2019-10-03;2013-07-13;2005-08-04,530000;390000;348000,47,47
556.0,83.0,3.0,2.0,36.0,House,,,Unspecified,,,,,1.0,3,"17 PHILLIP ST, CAMPBELLTOWN, NSW 2560",1.303,0.147,0.564,3.138,0,0,1.402,41.812,0.807,23.303,0.182,1.659,0,Campbelltown,2560,1018500,1088000.0,6.96285859,88,620,33.97,209,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,49,13.52,2026-07-04,810000,960000.0,Medium,Nil,Nil,621.26,1443.248042618450,-34.07079974,150.82557592,1.0,1,1992-08-06,25000,40,196
360.0,212.0,5.0,1.0,18.0,House,2.0,2015.0,Unspecified,2015.0,balcony;deck,1.0,1.0,1.0,2,"149A DUMARESQ ST, CAMPBELLTOWN, NSW 2560",0.954,0.198,0.226,2.277,0,0,0.613,42.627,0.078,23.824,0.286,0.774,0,Campbelltown,2560,1018500,1088000.0,6.96285859,47,620,33.97,209,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,84,13.52,2026-07-04,1195000,1400000.0,Low,Nil,Nil,840.0,1443.248042618450,-34.07209453,150.81609183,2.0,3,,,6,562
6791,78,1.0,1.0,18.0,Unit,1.0,2014.0,Unspecified,2014.0,,,,0.0,1,"157/3-17 QUEEN ST, CAMPBELLTOWN, NSW 2560",0.74,0.1,0.246,2.911,0,0,0.383,41.539,1.451,24.492,0.569,1.937,0,Campbelltown,2560,590000,689000.0,9.04178867,58,550,33.97,200,1.24,4.775,3.7735849,7.87,1.11,-2.9,32.28376231,126.3,51,13.52,2026-07-04,415000,490000.0,Medium,Nil,Nil,505.87,1443.248042618450,-34.05927596,150.82047207,1.0,1,2017-05-31;2015-07-28;2014-10-17,395000;390000;320000,5,180
961.0,207,3.0,2.0,18.0,House,,,Unspecified,,garden,0.0,1.0,1.0,3,"5 LACHLAN PL, CAMPBELLTOWN, NSW 2560",1.704,0.122,0.506,2.726,0,0,1.311,42.763,0.745,23.111,0.268,1.204,0,Campbelltown,2560,1018500,1088000.0,6.96285859,32,620,33.97,209,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,39,13.52,2026-07-02,990000,960000.0,Medium,Nil,Nil,621.26,1443.248042618450,-34.07841863,150.81922605,1.0,2,1996-02-07;1987-05-08,145000;63000,39,470
3036,109,2.0,1.0,18.0,Unit,1.0,2011.0,Unspecified,2011.0,none,0.0,1.0,0.0,1,"29/3-9 WARBY ST, CAMPBELLTOWN, NSW 2560",0.526,0.098,0.364,2.74,0,0,0.479,41.752,1.138,24.341,0.284,1.659,0,Campbelltown,2560,590000,689000.0,9.04178867,71,550,33.97,200,1.24,4.775,3.7735849,7.87,1.11,-2.9,32.28376231,126.3,68,13.52,2026-07-01,547000,613750.0,Medium,Nil,Nil,501.09,1443.248042618450,-34.06203335,150.81976619,2.0,2,2021-03-29;2019-02-12;2011-07-22,415000;380000;320000,46,376
107.0,79.0,2.0,1.0,18.0,Apartment,1.0,2017.0,Unspecified,2017.0,balcony,0.0,1.0,0.0,1,"208/38-42 CHAMBERLAIN ST, CAMPBELLTOWN, NSW 2560",0.818,0.315,0.157,3.008,0,0,0.817,41.555,1.121,23.999,0.235,1.794,0,Campbelltown,2560,550000,689000.0,9.04178867,75,550,32.49,261,1.24,4.775,3.7735849,7.87,1.11,-2.9,32.28376231,126.3,47,13.52,2026-06-28,590000,615000.0,Medium,Nil,Nil,501.09,1443.248042618450,-34.06338273,150.82326436,2.0,2,2017-08-31,480000,45,493
373.0,133.0,3.0,1.0,18.0,House,,2009.0,Unspecified,2009.0,pool,0.0,1.0,0.0,1,"48 GILCHRIST DR, CAMPBELLTOWN, NSW 2560",0.766,0.378,1.129,0.813,0,0,0.454,44.839,1.241,25.013,0.182,0.76,0,Campbelltown,2560,927500,1088000.0,6.96285859,23,620,32.49,192,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,62,13.52,2026-06-26,965000,957500.0,High,Low,Nil,621.26,1443.248042618450,-34.07708721,150.79159783,2.0,2,2019-11-08;2007-08-01,680000;185000,38,89
281.0,98.0,2.0,1.0,18.0,Townhouse,2.0,1985.0,Unspecified,1985.0,courtyard,0.0,1.0,0.0,5,"3/19 STEWART ST, CAMPBELLTOWN, NSW 2560",0.993,0.039,0.355,2.684,0,0,0.956,42.203,0.362,23.643,0.334,1.21,0,Campbelltown,2560,550000,689000.0,9.04178867,91,550,32.49,261,1.24,4.775,3.7735849,7.87,1.11,-2.9,32.28376231,126.3,64,13.52,2026-06-23,730000,615000.0,Low,Nil,Nil,501.09,1443.248042618450,-34.07091109,150.82063614,1.0,2,2012-03-10;2009-02-17;2006-12-21;1985-11-22,252500;241000;195000;54500,45,651
2814.0,115,2.0,2.0,36.0,Apartment,1.0,,Unspecified,,balcony,0.0,0.0,0.0,1,"205/32 CHAMBERLAIN ST, CAMPBELLTOWN, NSW 2560",0.979,0.101,0.388,3.092,0,0,1.087,41.574,1.004,23.73,0.083,1.769,0,Campbelltown,2560,550000,689000.0,9.04178867,86,550,32.49,261,1.24,4.775,3.7735849,7.87,1.11,-2.9,32.28376231,126.3,66,13.52,2026-06-23,590000,615000.0,Medium,Nil,Nil,501.09,1443.248042618450,-34.0656743,150.824724,2.0,2,,,45,487
607.0,106.0,3.0,2.0,36.0,House,,,Unspecified,,none,0.0,0.0,0.0,2,"2 MURRAY ST, CAMPBELLTOWN, NSW 2560",1.762,0.061,0.345,3.314,0,0,1.671,42.014,0.997,22.869,0.38,1.772,0,Campbelltown,2560,927500,1088000.0,6.96285859,39,620,31.92,192,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,43,13.52,2026-06-19,975000,955000.0,Medium,Nil,Nil,570.0,1443.248042618450,-34.07569604,150.82679306,2.0,2,2018-08-03;1997-10-09;1993-12-02;1985-10-30,508500;103000;97313;55500,35,316
551.0,176.0,3.0,1.0,18.0,House,,,Unspecified,,none,0.0,0.0,0.0,2,"9 YENNORA ST, CAMPBELLTOWN, NSW 2560",1.544,0.184,0.297,3.414,0,0,1.679,41.595,1.077,23.075,0.079,1.928,0,Campbelltown,2560,927500,1088000.0,6.96285859,63,620,31.92,192,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,45,13.52,2026-06-19,885000,955000.0,High,Nil,Nil,621.26,1443.248042618450,-34.07103814,150.82856643,1.0,1,2022-09-17,700000,35,72
556.4,286.0,4.0,4.0,54.0,House,1.0,,Renovated,,pool;verandah;garden,0.0,1.0,0.0,1,"11 MANNING ST, CAMPBELLTOWN, NSW 2560",1.972,0.124,0.268,3.429,0,0,1.833,42.077,1.16,22.663,0.584,1.884,0,Campbelltown,2560,927500,1088000.0,6.96285859,28,620,31.92,192,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,41,13.52,2026-06-19,1020000,1130000.0,Medium,Low,Nil,636.84,1443.248042618450,-34.07763504,150.82752544,2.0,3,2019-12-13;1999-08-25;1993-12-17;1988-05-04,300000;174000;134500;110000,20,119
1201.0,101.0,3.0,0.0,0.0,House,,1960.0,Unspecified,1960.0,none,0.0,0.0,1.0,1,"61 BROUGHTON ST, CAMPBELLTOWN, NSW 2560",0.637,0.172,0.187,2.603,0,0,0.866,42.07,0.573,23.969,0.27,1.269,0,Campbelltown,2560,927500,1088000.0,6.96285859,87,620,31.92,192,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,84,13.52,2026-06-19,1600000,955000.0,Low,Nil,Nil,621.26,1443.248042618450,-34.06735267,150.81964104,1.0,1,2022-05-18;2021-07-05;2009-07-16;1991-09-26,1050000;1007453;339000;115000,35,833
159.0,104.0,3.0,2.0,36.0,Unit,1.0,2017.0,Unspecified,2017.0,none,0.0,0.0,0.0,1,"31/2-10 TYLER ST, CAMPBELLTOWN, NSW 2560",0.849,0.386,0.074,3.06,0,0,0.748,41.467,1.253,24.081,0.337,1.895,0,Campbelltown,2560,550000,689000.0,9.04178867,73,550,31.92,261,1.24,4.775,3.7735849,7.87,1.11,-2.9,32.28376231,126.3,56,13.52,2026-06-18,700000,800000.0,Medium,Nil,Nil,505.87,1443.248042618450,-34.06209392,150.82342412,2.0,2,2021-10-21;2015-06-17,560000;479000,11,402
556.0,184.0,6.0,1.0,18.0,House,1.0,1960.0,Unspecified,1960.0,,,,1.0,2,"6 KENDALL ST, CAMPBELLTOWN, NSW 2560",1.556,0.147,0.646,3.788,0,0,1.599,40.933,1.623,23.286,0.19,2.437,0,Campbelltown,2560,927500,1088000.0,6.96285859,58,620,31.92,192,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,33,13.52,2026-06-16,1250000,955000.0,Medium,Nil,Nil,621.26,1443.248042618450,-34.06468143,150.83218421,1.0,1,2023-04-28,700000,33,185
415.0,155.0,4.0,2.0,36.0,House,,2019.0,Unspecified,2019.0,pool,0.0,1.0,0.0,1,"24 POULTON TCE, CAMPBELLTOWN, NSW 2560",1.216,0.3,1.821,0.856,0,0,1.075,45.273,1.895,25.679,0.558,1.318,0,Campbelltown,2560,927500,1088000.0,6.96285859,22,620,31.92,192,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,13,13.52,2026-06-16,1170000,1115000.0,High,Low,Nil,636.84,1443.248042618450,-34.07471792,150.78440099,2.0,2,2016-06-15,410000,20,38
567.0,209.0,3.0,1.0,18.0,House,,,Renovated,,garden,0.0,0.0,1.0,1,"5 DAN ST, CAMPBELLTOWN, NSW 2560",1.041,0.092,0.288,3.196,0,0,1.067,41.434,1.155,23.75,0.17,1.906,0,Campbelltown,2560,927500,1088000.0,6.96285859,83,620,31.92,192,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,49,13.52,2026-06-16,915000,955000.0,Medium,Nil,Nil,621.26,1443.248042618450,-34.06451541,150.82564219,1.0,1,2016-07-10;2009-01-21;1989-06-30,540000;255000;94000,33,358
809.0,108.0,3.0,1.0,18.0,House,,,Unspecified,,,,,1.0,2,"23 ALLMAN ST, CAMPBELLTOWN, NSW 2560",0.826,0.118,0.205,2.046,0,0,0.363,42.752,0.318,24.061,0.409,0.593,0,Campbelltown,2560,927500,1088000.0,6.96285859,40,620,35.37,192,1.24,3.345,3.33333333,7.87,1.11,4.0,65.2209567,126.3,89,13.52,2026-06-13,1220000,947500.0,Medium,Nil,Nil,621.26,1443.248042618450,-34.07103234,150.81368515,1.0,1,1998-04-08;1986-02-16,132000;62000,33,415
100.0,68.0,1.0,0.0,18.0,Unit,1.0,2011.0,Unspecified,2011.0,balcony,0.0,0.0,0.0,1,"57/31-35 CHAMBERLAIN ST, CAMPBELLTOWN, NSW 2560",0.708,0.32,0.218,2.91,0,0,0.701,41.628,1.107,24.114,0.181,1.734,0,Campbelltown,2560,550000,689000.0,9.04178867,78,550,35.37,261,1.24,4.775,3.7735849,7.87,1.11,-2.9,32.28376231,126.3,66,13.52,2026-06-13,420000,512500.0,Low,Nil,Nil,380.0,1443.248042618450,-34.0629782,150.82203692,1.0,1,2024-07-25,370000,4,562
